AAII_YR_DATA,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
Capital_Expenditures,0.3,0.2,0.3,0.1,0.3,0.2,0.3
Cash_from_Operations,2.7,2.7,2.3,3.7,2.8,2.4,4.6
Diluted_EPS,2.201,1.989,1.883,1.688,1.612,1.591,0.973
Goodwill_Intangibles,0.3,0.3,0.3,0.3,0.3,0.3,0.3
LT_Debt,3.1,3.1,3.1,3.1,3.1,3.1,3.1
Net_Income,2.3,2.3,2.2,2.0,1.9,2.0,1.2
Revenue,7.8,7.6,7.8,7.4,7.6,8.2,9.1
Shares_Diluted,1.0435,1.1483,1.1791,1.2007,1.2051,1.2283,1.2701
Total_Assets,217.8,216.6,219.5,219.0,220.4,208.4,199.2
Total_Liabilities,191.8,192.8,193.7,194.3,198.5,185.6,176.9
