AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,1032.5,195.6,229.6,442.6,252.2,158.3,34.2,0.0
Cash_from_Operations,154.8,145.2,92.7,105.6,95.0,92.5,73.4,89.5
Diluted_EPS,-0.802,-0.55,-0.43,-0.029,-0.354,-0.438,-0.511,-0.199
Goodwill_Intangibles,,,,0.0,1.6,304.4,,
LT_Debt,2758.8,1955.9,1771.7,1644.1,1196.1,1398.4,1033.0,1068.5
Net_Income,-105.9,-63.4,-46.7,-3.1,-37.4,-46.5,-54.3,-21.1
Revenue,446.4,335.2,305.2,299.7,291.2,270.9,177.7,174.5
Shares_Diluted,132.037,115.4046,108.4041,106.3973,105.5601,106.1234,106.1234,106.1234
Total_Assets,4586.1,3814.2,3608.0,3490.2,3262.5,3296.7,2064.5,2257.2
Total_Liabilities,3021.2,2114.4,1938.9,1806.9,1661.1,1560.1,1079.6,1130.4
