AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,34.7,28.8,123.5,65.6,53.4,50.0,69.9,60.3,69.4
Cash_from_Operations,354.4,276.1,285.5,289.6,341.1,275.2,95.1,185.8,274.3
Diluted_EPS,5.332,1.618,4.825,3.81,1.492,2.717,2.453,1.941,1.359
Goodwill_Intangibles,170.5,172.2,192.2,195.2,198.1,202.0,207.2,212.3,50.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,14.1,15.0,15.7,0.0
Net_Income,354.1,108.0,330.5,268.3,105.1,191.9,174.3,137.2,94.3
Revenue,3126.4,2501.6,3042.5,2802.3,2466.1,2377.0,2326.2,2100.6,1685.0
Shares_Diluted,66.415,66.772,68.493,70.401,70.453,70.632,71.064,70.681,69.434
Total_Assets,3067.1,2836.6,2931.6,2368.7,2212.9,2013.9,1846.2,1792.2,1605.6
Total_Liabilities,1077.9,1003.8,1082.1,694.9,591.0,453.1,446.4,448.6,360.2
