AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,07/01/2018
Capital_Expenditures,,26.1,8.2,16.8,
Cash_from_Operations,,132.7,119.7,150.4,
Diluted_EPS,0.301,-0.742,-0.125,-0.138,
Goodwill_Intangibles,9.0,11.7,10.0,7.2,4.6
LT_Debt,57.9,71.0,401.9,292.0,50.0
Net_Income,92.4,-204.9,-38.0,-42.1,0.0
Revenue,1460.3,1313.5,1300.1,1360.3,0.0
Shares_Diluted,306.8125,276.0929,303.9754,303.9754,
Total_Assets,1633.5,1550.0,845.0,756.7,527.8
Total_Liabilities,615.4,585.8,893.8,774.8,446.3
