AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.1,0.3,0.2,0.3,0.2,0.2,0.3,0.3
Cash_from_Operations,2.6,2.3,1.7,3.0,0.4,-1.8,-2.6,-2.6
Diluted_EPS,0.428,0.2,1.328,0.357,0.405,0.136,-0.619,-1.947
Goodwill_Intangibles,2.9,3.2,3.9,3.3,3.5,2.8,1.2,2.0
LT_Debt,1.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,2.3,1.1,7.0,1.9,2.1,0.7,-3.1,-9.7
Revenue,13.2,13.2,14.7,14.6,14.5,14.1,15.2,18.1
Shares_Diluted,5.358,5.316,5.268,5.221,5.136,5.055,5.011,4.9830000000000005
Total_Assets,22.4,21.4,19.2,13.5,11.1,8.2,9.0,14.9
Total_Liabilities,2.6,2.1,1.3,2.8,2.5,2.0,3.6,6.6
