AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,25.0,25.3,37.4,125.5,90.6,100.2,,
Cash_from_Operations,3430.0,2189.7,-629.7,222.7,595.6,251.2,,
Diluted_EPS,2.79,-0.572,-7.536,-1.131,-0.028,-0.118,-0.402,-0.227
Goodwill_Intangibles,684.0,704.9,731.7,755.0,318.6,,,
LT_Debt,1987.0,1982.5,1815.6,0.0,0.0,0.0,0.0,0.0
Net_Income,1893.0,-352.0,-4584.7,-674.3,-16.9,-70.0,-239.8,-135.4
Revenue,8399.0,5991.8,3378.2,4805.2,3652.0,2561.7,1655.6,919.0
Shares_Diluted,680.0,615.891,608.397,596.1247,596.1247,596.1247,596.1247,596.1247
Total_Assets,16038.0,13708.5,10491.5,8310.1,6613.1,6050.8,4706.1,3108.3
Total_Liabilities,10478.0,8932.8,7589.7,5886.3,3898.9,3386.4,2144.9,1248.6
