AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,380.1,376.9,418.9,497.5,497.5,423.2,508.2,459.4,398.9,409.8
Cash_from_Operations,7960.8,10700.2,24371.2,8536.9,8220.3,17794.1,14578.8,18053.3,14588.3,6243.0
Diluted_EPS,3.042,3.202,1.347,1.624,0.846,2.679,2.472,2.164,2.192,2.063
Goodwill_Intangibles,23740.2,23112.4,22629.0,24387.4,23487.2,19986.5,21483.2,20225.1,21696.5,42345.4
LT_Debt,25375.9,22876.6,22434.1,26729.4,26909.2,10244.7,9102.2,7694.7,8404.3,8815.1
Net_Income,6991.7,7645.3,3216.4,3880.8,2022.2,6439.3,5989.2,5282.3,5332.0,4944.0
Revenue,112591.3,131286.7,121549.2,143212.2,115947.7,143098.1,137644.1,115531.4,137936.0,148002.7
Shares_Diluted,2298.0,2388.0,2387.0,2389.0,2389.0,2404.0,2423.0,2441.0,2432.0,2397.0
Total_Assets,750203.0,835049.0,866381.0,840849.0,1002170.0,936954.0,961349.0,882102.0,949202.0,889683.0
Total_Liabilities,701367.0,758451.0,789271.0,765584.0,934950.0,861997.0,885330.0,814011.0,875511.0,827354.0
