AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018
Capital_Expenditures,0.5,5.1,1.7,14.0,0.0
Cash_from_Operations,4.8,10.8,11.5,20.3,17.0
Diluted_EPS,-0.102,0.317,0.801,0.697,0.483
Goodwill_Intangibles,19.9,20.4,19.3,17.8,23.9
LT_Debt,14.8,0.0,0.0,0.0,0.0
Net_Income,-1.4,3.5,10.0,8.7,6.0
Revenue,23.1,29.2,28.6,24.7,14.9
Shares_Diluted,13.6917,11.0301,12.45,12.45,12.45
Total_Assets,73.1,59.2,45.7,43.5,30.1
Total_Liabilities,22.8,13.6,17.8,24.5,19.0
