AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.1,7.8,5.1,2.6,1.4,1.6,1.5,1.5,2.2
Cash_from_Operations,42.3,43.9,42.0,37.8,34.7,28.9,30.6,30.6,36.7
Diluted_EPS,3.012,2.486,2.289,2.225,1.809,1.649,1.549,1.518,1.47
Goodwill_Intangibles,23.8,23.8,23.5,23.7,24.2,24.6,25.0,25.6,26.1
LT_Debt,25.2,25.2,25.3,20.0,20.0,20.0,20.0,20.0,20.0
Net_Income,49.9,40.8,37.5,36.3,29.3,26.5,24.7,23.4,21.8
Revenue,115.6,111.9,109.8,96.5,84.7,76.9,70.7,66.9,64.1
Shares_Diluted,16.5552,16.4217,16.3725,16.3066,16.2139,16.0914,15.9174,15.3865,14.8307
Total_Assets,4028.0,3688.6,3184.3,2988.3,2760.5,2605.2,2446.2,2217.4,2163.7
Total_Liabilities,3656.8,3354.2,2882.5,2718.8,2510.9,2372.4,2232.2,2016.5,1971.5
