AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2013,12/31/2012
Capital_Expenditures,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.3,0.4
Cash_from_Operations,2.4,2.9,-0.4,3.7,1.3,2.5,0.2,4.0,-1.0
Diluted_EPS,0.933,0.182,0.13,0.618,0.467,0.328,0.207,-0.5770000000000001,-0.0289999999999999
Goodwill_Intangibles,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
LT_Debt,0.0,1.6,0.0,0.0,0.0,0.0,1.4,0.0,0.0
Net_Income,3.2,0.6,0.5,2.2,1.8,1.4,0.9,-2.6,-0.1
Revenue,22.2,25.9,26.0,24.7,20.9,20.7,20.1,24.8,29.4
Shares_Diluted,3.478,3.514,3.555,3.598,3.844,4.245,4.358,4.453,4.453
Total_Assets,26.0,23.0,21.1,19.7,16.4,16.8,17.5,19.7,25.0
Total_Liabilities,5.8,5.6,4.0,2.7,1.6,1.6,3.1,3.8,6.2
