AAII_YR_DATA,04/03/2022,03/28/2021,03/29/2020,03/31/2019,04/01/2018,04/02/2017,04/03/2016,03/29/2015,03/30/2014
Capital_Expenditures,0.5,0.7,0.7,0.8,0.2,0.2,0.2,0.3,0.1
Cash_from_Operations,8.3,8.7,8.5,9.0,2.5,10.4,11.0,4.8,3.6
Diluted_EPS,0.984,0.599,0.646,0.497,0.3,0.555,0.68,0.5670000000000001,0.585
Goodwill_Intangibles,9.8,10.3,12.7,13.6,14.4,4.3,5.0,5.6,6.4
LT_Debt,0.0,0.0,2.6,4.5,9.5,0.0,0.0,0.0,0.0
Net_Income,9.9,6.1,6.6,5.0,3.0,5.6,6.8,5.7,5.8
Revenue,87.4,79.2,73.4,76.4,70.3,66.0,84.3,86.0,81.3
Shares_Diluted,10.084,10.15,10.15,10.094,10.079,10.041,10.038,10.08,9.858
Total_Assets,60.2,58.1,57.2,54.8,56.6,47.2,52.4,49.9,46.2
Total_Liabilities,14.4,16.2,14.7,13.4,17.3,8.3,12.4,10.4,10.3
