AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,14.2,10.3,29.0,57.2,108.3,59.3,48.3,55.5,28.6
Cash_from_Operations,-11.0,-97.3,-68.3,-170.8,-139.3,120.1,158.1,174.0,123.3
Diluted_EPS,-3.836,-11.591,-2.971,-5.572,-3.483,-0.417,1.067,0.78,-0.111
Goodwill_Intangibles,955.0,994.5,1164.4,1205.9,1284.6,1326.1,787.7,791.9,836.5
LT_Debt,3305.6,3105.3,2906.7,2727.7,2653.7,2663.1,1783.7,1832.4,1862.3
Net_Income,-206.9,-619.0,-157.7,-294.2,-183.2,-21.9,56.1,40.9,-5.8
Revenue,2078.7,1904.3,2419.6,2564.5,2693.7,2334.0,1914.3,1941.0,1494.7
Shares_Diluted,53.9342,53.4013,53.0813,52.7977,52.5976,52.5042,52.5916,52.4239,52.3568
Total_Assets,2432.5,2527.7,2980.6,3016.8,3056.9,3023.5,1967.3,1944.1,2016.9
Total_Liabilities,4446.6,4389.7,4201.8,4073.6,3827.3,3638.3,2554.8,2588.2,2613.4
