AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,,3.6,0.1,0.0,
Cash_from_Operations,-63.5,-48.5,-19.9,-11.6,
Diluted_EPS,-0.658,0.194,-0.717,-0.187,
Goodwill_Intangibles,128.5,10.5,1.1,,
LT_Debt,474.5,0.6,0.1,0.0,0.0
Net_Income,-93.9,28.8,-60.6,-14.9,
Revenue,23.2,15.6,20.3,7.2,
Shares_Diluted,142.692,148.5104,84.5654,79.8231,
Total_Assets,826.6,393.2,347.0,232.7,
Total_Liabilities,546.6,31.4,158.1,8.3,
