AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,337.1,672.9,129.5,2473.6,634.9,308.6,336.3,365.7
Cash_from_Operations,388.0,340.4,337.4,307.5,203.7,191.1,168.5,147.8
Diluted_EPS,0.237,0.144,1.016,0.345,0.327,0.257,0.374,0.211
Goodwill_Intangibles,10.5,12.6,98.7,106.7,46.3,42.2,43.5,50.3
LT_Debt,3027.0,2749.8,2541.2,2781.0,1768.9,1590.7,1402.2,1214.2
Net_Income,52.6,30.2,213.5,63.9,45.9,32.9,45.4,25.4
Revenue,739.0,692.0,696.4,614.0,460.9,403.8,371.5,321.6
Shares_Diluted,221.666,209.605,210.061,185.278,140.259,128.004,121.168,114.97
Total_Assets,6790.7,6638.7,6188.5,6449.6,3747.8,3172.3,3031.4,2752.3
Total_Liabilities,3616.5,3280.7,2932.5,3170.8,2060.6,1792.9,1584.2,1365.1
