AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.1,0.0,0.1,,,0.0,0.0
Cash_from_Operations,-3.5,-0.8,-1.5,0.0,0.0,0.0,0.0
Diluted_EPS,-0.173,-0.086,-4.007,-0.002,-0.003,-0.001,-0.001
Goodwill_Intangibles,2.7,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.8,0.8,0.8
Net_Income,-9.9,-1.5,-7.9,0.0,0.0,0.0,0.0
Revenue,0.7,0.1,0.0,0.6,0.4,0.5,0.4
Shares_Diluted,57.1597,17.3462,1.9737,13.2105,13.2055,13.2055,13.2055
Total_Assets,6.1,3.9,2.5,0.8,0.9,0.9,0.9
Total_Liabilities,4.5,5.9,4.8,0.9,0.9,0.9,0.9
