AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.0,0.0,0.0,0.0,,0.5,0.3,0.2,0.0
Cash_from_Operations,-18.1,-28.8,-25.2,-13.3,-10.3,-2.5,-0.4,-31.9,-19.1,-16.6
Diluted_EPS,-0.366,-0.633,-0.911,-0.966,-1.56,-3.559,-0.806,-15.569,-16.044,-11.984000000000002
Goodwill_Intangibles,,,,,0.0,5.2,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,4.4,12.7,0.0,3.1
Net_Income,-30.9,-38.7,-27.4,-15.1,-16.7,-11.5,-0.7,-39.6,-23.3,-17.1
Revenue,10.0,,,,,,0.8,0.0,0.1,0.0
Shares_Diluted,84.5718,61.1542,30.0915,15.579,10.7324,3.2323,0.835,2.5431,1.4549,1.4305
Total_Assets,43.8,55.8,7.6,7.4,7.8,14.3,0.0,78.2,53.4,6.8
Total_Liabilities,32.7,17.1,8.7,7.0,1.1,1.0,0.8,29.5,8.1,19.6
