AAII_YR_DATA,01/29/2022,01/30/2021,02/01/2020,02/02/2019,02/03/2018,01/28/2017,01/30/2016,01/31/2015,02/01/2014
Capital_Expenditures,5.1,3.5,4.5,3.7,3.4,14.3,17.6,19.7,10.1
Cash_from_Operations,-0.2,-25.1,16.8,2.6,-40.4,-29.7,51.6,80.3,-20.7
Diluted_EPS,-1.067,-5.578,2.548,-0.169,7.704,-35.04,1.359,9.341,-9.751
Goodwill_Intangibles,107.8,108.5,123.0,185.5,118.5,119.1,172.8,173.4,174.0
LT_Debt,88.9,84.5,48.7,42.3,40.7,48.3,57.6,84.5,170.0
Net_Income,-12.7,-65.6,30.4,-2.0,58.6,-162.7,5.1,35.7,-27.4
Revenue,322.7,219.9,375.2,361.7,272.6,268.2,302.5,340.4,288.2
Shares_Diluted,11.9023,11.7697,11.9293,11.6198,7.6058,4.6421,3.7529,3.8245,2.812
Total_Assets,337.2,332.9,362.3,297.0,234.5,239.5,363.6,378.6,414.3
Total_Liabilities,281.4,266.7,231.5,197.8,159.8,253.5,285.1,306.7,380.8
