AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,17.5,17.8,22.4,21.5,18.0,29.8,29.9,28.3,40.9
Cash_from_Operations,48.7,16.5,-29.6,160.6,78.2,107.7,109.6,106.2,62.9
Diluted_EPS,1.566,-2.516,7.469,1.919,1.753,2.097,2.169,2.083,2.104
Goodwill_Intangibles,378.8,397.4,248.8,254.7,468.8,464.3,497.3,333.1,293.4
LT_Debt,192.1,189.7,187.2,290.5,391.7,296.6,434.2,271.2,264.7
Net_Income,43.7,-69.7,209.8,54.2,49.8,58.9,60.4,57.9,57.1
Revenue,709.0,784.5,761.6,736.0,724.9,1808.4,1775.1,1795.0,1653.9
Shares_Diluted,27.891,27.723,28.092,28.223,28.418,28.072,27.868,27.777,27.143
Total_Assets,1198.5,1306.4,1418.9,1474.1,1455.5,1426.3,1439.6,1201.2,1140.6
Total_Liabilities,402.2,560.0,595.7,840.9,819.8,858.7,896.5,683.5,629.3
