AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,81.4,19.6,4.7,34.9,161.1,93.9,10.9,27.8
Cash_from_Operations,68.0,16.5,43.9,114.9,116.4,26.7,4.5,2.2
Diluted_EPS,0.645,-0.04,-1.015,1.723,1.643,-0.344,0.066,-0.033
Goodwill_Intangibles,14.4,15.2,16.0,21.0,21.8,22.6,13.0,13.0
LT_Debt,11.4,0.1,0.1,0.1,13.2,0.2,2.8,0.4
Net_Income,20.3,-1.2,-29.3,52.0,42.4,-4.2,2.8,-1.4
Revenue,320.0,159.2,103.0,241.7,197.2,67.4,18.2,14.2
Shares_Diluted,31.479,30.786,28.915,30.185,25.829,12.117,42.2243,42.2243
Total_Assets,462.6,406.2,411.9,505.1,458.6,299.7,77.2,70.6
Total_Liabilities,246.9,203.1,210.6,241.2,260.2,186.3,5.9,3.1
