AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.2,0.2,0.1,0.0,0.1,0.1,0.0,0.1
Cash_from_Operations,-8.2,-6.3,-4.8,-5.5,-3.8,-2.6,-2.0,-1.3
Diluted_EPS,-0.833,-0.762,-1.83,-5.374,-8.081,-10.395,-7.03,-5.447
Goodwill_Intangibles,1.1,0.9,0.8,0.6,0.4,0.3,0.2,0.3
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-8.7,-7.5,-7.0,-6.3,-5.6,-4.6,-2.2,-1.7
Revenue,0.6,1.7,0.8,0.4,0.4,0.6,1.0,1.2
Shares_Diluted,10.4988,9.8285,3.8297,1.1763,0.6898,0.4403,0.3125,0.3114
Total_Assets,5.7,13.8,5.7,1.7,2.4,3.4,1.9,3.2
Total_Liabilities,0.6,1.0,0.5,1.0,0.7,0.4,0.9,0.1
