AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,28.3,26.5,27.9,32.3,33.7,22.9,27.5,23.3,19.6
Cash_from_Operations,187.5,213.7,228.6,149.7,136.3,92.1,102.9,95.5,81.4
Diluted_EPS,2.578,1.969,2.244,2.017,1.633,0.713,1.116,1.097,0.79
Goodwill_Intangibles,189.0,189.1,191.4,211.0,224.8,230.6,103.4,122.3,152.9
LT_Debt,140.0,165.9,172.2,33.4,61.4,89.1,0.0,0.0,13.5
Net_Income,132.1,102.6,116.8,105.4,86.4,37.8,59.9,58.6,41.6
Revenue,1109.8,912.6,928.3,809.1,758.0,602.5,562.2,533.9,502.6
Shares_Diluted,51.2486,52.1088,52.0369,52.2781,52.9156,52.9403,53.6397,53.429,52.6892
Total_Assets,1164.5,1106.1,1012.3,785.6,759.6,704.1,525.5,530.3,538.4
Total_Liabilities,410.5,422.1,425.2,233.2,264.6,289.1,117.3,141.2,213.5
