AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,28.3,25.7,42.2,65.4,39.4,24.7,25.3,35.7
Cash_from_Operations,122.2,54.2,54.7,103.8,162.2,79.3,128.3,150.2
Diluted_EPS,3.197,1.232,0.591,2.467,2.482,2.071,2.071,2.577
Goodwill_Intangibles,4.9,5.7,5.7,6.1,6.2,,,0.0
LT_Debt,128.2,115.0,128.1,129.5,99.0,138.0,89.4,110.0
Net_Income,63.3,24.4,11.7,48.6,48.9,40.8,40.6,50.5
Revenue,720.1,540.1,392.2,522.8,486.7,497.3,475.2,486.4
Shares_Diluted,19.8,19.8,19.8,19.7,19.7,19.7,19.6,19.6
Total_Assets,671.9,543.3,498.0,494.3,434.6,453.2,413.1,423.2
Total_Liabilities,441.0,348.3,323.8,321.6,280.7,304.8,259.8,267.2
