AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.1,,,0.0,0.0,2.6
Cash_from_Operations,-2.3,-2.8,0.0,-0.1,-0.4,-0.4,-2.0
Diluted_EPS,-0.037,-0.057,-0.004,-0.013,-0.017,0.06,-0.468
Goodwill_Intangibles,0.4,0.1,,,,,
LT_Debt,0.5,0.2,0.0,0.0,0.0,0.0,0.0
Net_Income,-4.3,-3.8,-0.1,-0.2,-0.3,0.7,-5.6
Revenue,2.0,1.1,,,0.0,0.0,0.0
Shares_Diluted,117.2894,66.67,17.112,17.112,15.4395,12.1583,12.0521
Total_Assets,1.6,0.5,0.0,0.1,0.2,0.4,3.2
Total_Liabilities,5.1,3.5,0.4,0.3,0.2,0.2,3.8
