AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1010.9,395.7,393.4,748.9,600.5,716.9,539.9,415.8,631.3,415.7
Cash_from_Operations,4772.0,477.3,-631.6,933.5,837.9,685.9,651.9,560.4,456.3,291.3
Diluted_EPS,22.677,1.884,-11.641,2.617,1.074,3.639,1.649,1.647,-0.513,1.196
Goodwill_Intangibles,9.1,9.6,10.1,24.3,149.9,131.6,115.4,77.9,77.7,90.3
LT_Debt,1492.8,4366.4,4721.9,2083.3,1931.3,2175.0,2108.6,1840.4,1260.3,735.5
Net_Income,2876.8,231.0,-1392.5,318.9,127.6,414.5,170.8,146.4,-38.2,39.5
Revenue,46830.3,27253.4,15115.9,24508.2,27186.1,21786.6,15920.4,13123.9,19828.2,19151.5
Shares_Diluted,126.8601,122.6382,119.618,121.8533,118.7736,113.8989,103.6067,94.1389,74.4645,33.0611
Total_Assets,13549.1,11641.4,10499.8,9132.4,8005.4,8118.0,7621.9,6105.1,5196.3,4413.8
Total_Liabilities,8619.9,9715.2,8857.0,6092.8,5328.9,5781.3,5596.9,4457.8,3978.1,3759.7
