AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,1.3,0.9,1.4,3.2,3.0,1.2,0.5
Cash_from_Operations,-12.4,-2.8,-1.8,1.4,1.9,4.1,3.6
Diluted_EPS,-1.088,-0.645,-0.021,-0.088,0.275,0.141,-0.023
Goodwill_Intangibles,21.7,27.2,21.2,20.0,20.8,17.6,14.3
LT_Debt,16.2,27.2,21.7,18.9,12.9,11.1,6.4
Net_Income,-23.5,-12.7,-0.4,-1.7,5.4,2.8,-0.4
Revenue,162.4,165.7,162.7,156.6,134.0,85.6,75.0
Shares_Diluted,21.5892,19.6724,19.6321,19.6038,19.4898,19.5977,19.3696
Total_Assets,76.0,72.4,66.0,61.3,55.7,34.9,24.9
Total_Liabilities,53.0,64.9,47.0,42.4,37.1,23.2,15.0
