AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017
Capital_Expenditures,17.7,14.1,19.7,7.4,11.6,8.7
Cash_from_Operations,250.9,220.4,-142.5,147.1,118.8,94.6
Diluted_EPS,0.18,0.264,-1.562,-0.402,0.032,0.003
Goodwill_Intangibles,1387.6,1420.7,1472.3,1529.2,1601.1,1649.3
LT_Debt,273.9,391.9,510.0,1011.8,0.0,0.0
Net_Income,52.5,75.7,-417.7,-116.2,9.2,0.8
Revenue,929.4,703.5,545.8,431.0,398.0,406.4
Shares_Diluted,290.903,286.509,264.933,289.3809,289.3809,289.3809
Total_Assets,2541.3,2256.2,2046.9,1811.4,1899.0,1893.2
Total_Liabilities,1236.9,1142.6,1081.2,2201.6,2167.7,2157.7
