AAII_YR_DATA,12/31/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020
Capital_Expenditures,0.2,1.2,0.0,0.4,0.0
Cash_from_Operations,-75.4,-36.5,-0.6,-25.5,0.0
Diluted_EPS,-0.44,-0.817,-0.07,-0.274,0.0
Goodwill_Intangibles,0.0,24.3,0.0,8.1,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0
Net_Income,-51.0,-94.3,-0.6,-31.7,0.0
Revenue,70.1,59.6,,23.7,0.0
Shares_Diluted,115.876,115.4936,8.009,115.4936,9.375
Total_Assets,126.4,260.8,80.7,57.0,0.1
Total_Liabilities,29.1,139.2,0.1,20.1,0.0
