AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2011
Capital_Expenditures,1.5,0.5,1.4,4.1,0.4,0.1,0.2,0.1
Cash_from_Operations,18.9,23.6,-6.8,6.0,3.9,3.0,3.3,5.3
Diluted_EPS,13.955,13.612,3.542,3.096,5.689,5.535,5.153,1.161
Goodwill_Intangibles,7.1,7.1,5.3,4.2,4.1,3.9,3.8,2.7
LT_Debt,30.5,58.5,53.5,25.0,0.0,0.0,0.0,0.0
Net_Income,12.2,11.5,2.9,2.4,3.5,3.4,3.2,0.8
Revenue,51.9,39.8,29.5,15.7,12.9,11.5,10.9,10.5
Shares_Diluted,0.8773,0.846,0.8247,0.7671,0.6168,0.6157,0.6278,0.646
Total_Assets,1354.7,970.9,905.6,453.2,290.4,286.3,279.3,270.7
Total_Liabilities,1283.2,907.2,853.5,404.1,252.3,254.2,249.1,246.4
