AAII_YR_DATA,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013
Capital_Expenditures,3.6,12.1,14.5,18.4,4.7,7.9,8.5,4.5,7.3
Cash_from_Operations,23.1,71.6,20.8,10.0,-24.4,-19.8,19.2,9.8,6.3
Diluted_EPS,-0.749,-0.12,-1.125,0.432,-0.468,-1.18,-0.355,-0.316,-0.865
Goodwill_Intangibles,346.5,392.4,419.6,447.3,,,0.0,3.7,9.6
LT_Debt,367.6,373.6,375.9,397.4,59.8,57.2,77.9,73.4,0.3
Net_Income,-46.5,-7.4,-68.9,35.4,-25.8,-61.3,-18.4,-16.3,-40.4
Revenue,613.8,782.8,819.8,645.3,436.6,459.0,561.7,723.4,754.5
Shares_Diluted,62.142,61.644,61.18,81.899,55.134,51.934,51.94,51.582,46.654
Total_Assets,676.4,759.2,731.6,827.0,281.3,347.9,446.5,451.6,343.7
Total_Liabilities,635.0,675.2,643.7,684.2,218.3,262.0,301.9,280.0,186.8
