AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,677.5,767.4,818.4,457.5,326.0,455.0,266.4,398.5,354.7
Cash_from_Operations,-64.6,541.9,505.5,488.8,428.3,320.5,424.4,315.3,324.6
Diluted_EPS,3.739,3.645,3.278,4.658,3.212,1.37,-0.709,2.935,2.6439999999999997
Goodwill_Intangibles,1310.2,1311.4,1312.7,1313.8,1307.0,1307.8,363.1,356.6,356.8
LT_Debt,4126.9,3528.1,3140.5,2950.8,3109.4,3211.2,1853.7,1267.6,1396.9
Net_Income,236.7,227.6,199.3,258.4,177.0,73.0,-32.1,130.9,117.4
Revenue,1949.1,1696.9,1734.9,1754.3,1680.3,1538.9,1261.3,1393.6,1275.9
Shares_Diluted,63.325,62.439,60.798,55.486,55.12,53.271,45.288,44.598,44.419
Total_Assets,9131.9,8088.8,7558.5,6963.3,6658.9,6541.8,4626.6,4245.9,3837.9
Total_Liabilities,6344.8,5527.4,5196.3,4781.7,4949.9,4927.1,3160.8,2892.0,2554.4
