AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,5.3,2.3,0.0,0.0,0.0,0.1,0.2,0.1,0.3
Cash_from_Operations,-2.2,-7.0,-1.1,-0.7,-0.7,-2.5,-2.5,0.4,2.2
Diluted_EPS,-1.183,-3.71,-0.578,-0.616,-0.76,-1.673,-0.597,-1.656,0.358
Goodwill_Intangibles,,,0.1,,,,,,
LT_Debt,0.1,2.9,2.3,1.9,0.0,0.0,1.0,0.0,0.0
Net_Income,-13.8,-17.6,-2.0,-2.2,-2.6,-5.7,-1.6,-4.3,1.0
Revenue,0.5,0.8,0.4,10.6,13.9,15.1,22.7,24.0,23.1
Shares_Diluted,11.6489,4.7552,3.5068,3.5068,3.4434,3.4268,2.6388,2.5682,2.7792
Total_Assets,6.8,13.2,2.7,3.5,2.2,2.9,5.8,6.8,8.2
Total_Liabilities,13.3,9.0,9.5,9.7,7.1,6.3,3.8,5.4,3.9
