AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,320.0,934.5,434.1,552.2,567.5,915.5,632.9
Cash_from_Operations,272.2,241.1,179.1,152.8,218.5,227.2,181.5
Diluted_EPS,7.122,2.878,0.086,-0.876,0.526,1.415,1.548
Goodwill_Intangibles,291.0,298.2,131.3,102.0,94.5,144.9,
LT_Debt,2314.9,2997.5,2645.6,2523.4,2385.1,3022.1,2546.3
Net_Income,225.9,85.7,2.6,-29.1,21.7,58.8,53.0
Revenue,572.3,418.4,352.8,344.5,461.2,422.0,359.1
Shares_Diluted,31.7155,29.7839,30.3534,33.239,41.3151,41.5276,34.2435
Total_Assets,3665.2,4226.5,3595.6,3447.0,3424.5,4218.4,3672.4
Total_Liabilities,2786.9,3524.4,3051.9,2853.8,2767.5,3462.2,2923.5
