AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.4,10.4,13.5,15.0,17.3,9.8,12.8,6.0,8.9,10.3
Cash_from_Operations,323.9,170.4,373.2,334.9,206.3,270.4,252.8,233.2,192.5,261.0
Diluted_EPS,2.655,2.767,3.252,2.695,2.184,2.874,2.031,1.624,1.4240000000000002,1.551
Goodwill_Intangibles,1209.6,1270.1,1282.0,1220.8,1149.2,736.9,733.1,734.5,733.8,735.3
LT_Debt,347.6,223.3,75.0,100.0,135.0,170.0,165.8,191.3,216.8,198.3
Net_Income,227.7,259.4,313.8,262.1,211.7,279.9,201.3,163.2,143.4,156.1
Revenue,1445.8,1300.4,1448.3,1326.9,1135.7,1102.9,1143.4,926.6,859.3,878.4
Shares_Diluted,85.766,93.771,96.503,97.259,96.949,97.412,99.117,100.477,100.723,100.669
Total_Assets,2020.5,2018.2,2060.8,1880.1,1543.7,1231.4,1155.1,1187.2,1140.5,1135.8
Total_Liabilities,974.8,904.2,923.8,838.9,686.6,470.2,560.3,539.4,531.0,569.7
