AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,2.1,0.6,0.1
Cash_from_Operations,-55.8,-14.0,-1.0
Diluted_EPS,-2.218,-0.561,-0.054
LT_Debt,0.0,0.0,0.0
Net_Income,-63.2,-19.1,-1.8
Revenue,,0.0,0.0
Shares_Diluted,28.495,33.9971,33.9971
Total_Assets,187.1,72.9,14.3
Total_Liabilities,21.8,11.6,11.7
