AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,220.5,473.3,717.8,597.1,312.4,208.5,265.6,286.8,572.8,328.5
Cash_from_Operations,221.3,263.5,299.8,249.5,433.1,402.9,332.0,340.1,269.8,239.4
Diluted_EPS,3.38,3.223,3.187,3.59,3.381,3.376,3.137,2.915,2.8960000000000004,2.631
Goodwill_Intangibles,155.6,0.8,,1.0,223.3,225.9,213.4,215.2,4.8,
LT_Debt,1648.2,1763.2,1593.2,1400.9,1428.5,1439.2,1370.4,1556.7,1272.8,1083.0
Net_Income,189.3,169.2,165.4,185.6,174.1,172.2,155.3,141.1,124.8,104.7
Revenue,1570.7,1419.2,1169.1,1240.5,1498.6,1419.3,1339.7,1486.4,1136.8,1018.4
Shares_Diluted,56.0,52.5,51.9,51.7,51.5,51.0,49.5,48.4,43.1,39.8
Total_Assets,6845.6,6422.3,6084.6,5482.8,5165.0,5080.0,4876.9,4894.5,4360.8,3476.8
Total_Liabilities,4153.7,4018.0,3790.0,3250.9,3009.2,3011.8,2983.9,3074.3,2751.4,2133.9
