AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,58.3,36.1,64.1,68.2,34.7,27.9,50.7,85.0,86.3
Cash_from_Operations,443.0,563.6,805.3,836.6,36.6,22.8,51.4,120.9,116.8
Diluted_EPS,1.458,1.621,2.576,2.869,0.026,-0.78,-0.51,-2.096,-0.20199999999999999
Goodwill_Intangibles,232.8,243.5,255.0,267.1,280.0,293.6,308.9,495.2,591.7
LT_Debt,1029.6,1420.0,1812.7,2050.3,322.9,356.6,362.5,341.6,541.6
Net_Income,388.3,434.4,744.6,854.2,8.0,-235.8,-154.2,-285.4,-27.3
Revenue,1345.8,1224.4,1790.8,1895.9,550.8,438.0,533.0,825.1,1166.7
Shares_Diluted,266.3172,267.9306,289.0746,297.7538,302.2259,302.2259,302.2259,136.155,135.0673
Total_Assets,1412.3,1432.7,1526.2,1505.5,1199.1,1172.3,1422.0,1833.8,2217.8
Total_Liabilities,1388.9,1762.1,2217.2,2582.3,585.9,594.9,611.5,829.3,897.1
