AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020
Capital_Expenditures,29.3,0.0,
Cash_from_Operations,6.5,0.7,-2.6
Diluted_EPS,0.612,0.157,0.043
Goodwill_Intangibles,30.4,15.1,0.0
LT_Debt,0.0,0.0,0.0
Net_Income,16.1,4.1,1.1
Revenue,97.0,11.0,8.6
Shares_Diluted,26.25,26.25,26.25
Total_Assets,72.0,26.6,16.8
Total_Liabilities,7.5,9.0,8.7
