AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,91.1,124.9,107.2,144.1,125.9,280.6,108.0,71.6
Cash_from_Operations,282.3,204.7,334.2,230.6,270.3,256.6,188.6,183.6
Diluted_EPS,0.422,1.049,0.079,-3.186,1.919,1.476,0.825,0.519
Goodwill_Intangibles,840.4,863.4,897.4,983.3,652.8,698.3,679.2,963.1
LT_Debt,773.2,739.5,818.5,917.7,502.5,568.3,612.7,489.2
Net_Income,19.1,48.3,3.7,-145.4,87.9,67.0,37.0,23.1
Revenue,1094.0,1349.4,1345.2,1507.6,1265.4,1200.3,1054.8,876.5
Shares_Diluted,45.3975,46.0153,46.4364,45.6197,45.8215,45.3687,44.8673,44.5776
Total_Assets,1831.4,1764.0,1787.3,1862.7,1364.7,1319.9,1255.8,1056.2
Total_Liabilities,1452.0,1383.5,1410.5,1472.2,907.7,950.2,965.6,807.3
