AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,558.4,0.0,0.0,0.6,,,
Cash_from_Operations,165.0,43.0,27.4,55.2,77.9,-0.6,0.0
Diluted_EPS,1.102,1.114,0.459,1.548,5.494,-0.311,0.0
Goodwill_Intangibles,,193.5,207.5,219.2,209.2,,
LT_Debt,938.9,40.0,39.8,42.5,21.0,0.0,0.0
Net_Income,15.1,12.9,9.9,33.2,117.9,-0.5,0.0
Revenue,369.6,68.0,38.9,68.5,97.2,,
Shares_Diluted,13.723,11.5803,21.5078,21.4733,21.4638,1.7674,1.7969
Total_Assets,5170.9,261.8,275.6,290.2,291.2,277.4,0.0
Total_Liabilities,3448.5,131.2,135.9,149.9,148.6,10.0,0.0
