AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,133.0,163.6,10.6,3.5
Cash_from_Operations,-8.2,40.1,0.6,-6.9
Diluted_EPS,-63.972,-13.902,-0.809,-2.085
Goodwill_Intangibles,,6.6,0.0,
LT_Debt,84.7,75.4,1.4,7.7
Net_Income,-271.1,-44.5,-3.3,-8.5
Revenue,90.0,97.3,20.1,4.4
Shares_Diluted,4.2373,3.1995,4.0645,4.0645
Total_Assets,163.8,341.3,64.6,56.8
Total_Liabilities,210.8,128.8,20.2,23.1
