AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,112.5,178.9,182.2,51.8,44.6,46.5,99.0,172.9
Cash_from_Operations,277.0,290.6,276.2,271.6,250.5,238.8,228.2,222.3
Diluted_EPS,4.522,3.949,6.305,3.299,2.313,2.525,4.191,1.766
Goodwill_Intangibles,6.5,6.9,1.8,0.7,,,,
LT_Debt,0.0,0.0,0.0,130.0,230.0,250.0,250.0,250.0
Net_Income,124.6,108.7,172.9,90.4,62.9,68.3,113.2,43.9
Revenue,415.6,429.8,413.5,402.2,386.9,373.7,376.9,359.9
Shares_Diluted,27.563,27.526,27.422,27.412,27.179,27.051,27.0,24.833
Total_Assets,2057.7,2046.4,2068.6,2100.2,2119.4,2186.7,2227.1,2238.6
Total_Liabilities,301.0,300.8,303.2,406.8,506.1,526.2,513.8,520.6
