AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,58.7,83.9,3.6,8.0,45.9,227.7,137.4,116.9,125.9,1.4
Cash_from_Operations,17.1,7.9,19.7,18.0,20.0,0.9,5.0,7.7,1.8,0.0
Diluted_EPS,0.165,-0.168,-0.18,0.044,-0.013,0.029,0.089,0.084,-0.15,0.0069999999999999
Goodwill_Intangibles,4.8,4.6,,,,,,,0.0,0.0
LT_Debt,436.9,511.3,506.6,511.4,523.6,514.1,308.8,187.1,113.5,43.1
Net_Income,8.4,-5.8,-5.3,1.3,-0.4,0.9,1.2,0.8,-0.6,0.0
Revenue,61.2,51.7,50.7,53.6,56.1,46.2,31.0,13.8,4.2,2.4
Shares_Diluted,50.953,34.641,29.376,30.169,32.162,31.21,13.204,9.6287,4.2649,4.8667
Total_Assets,1160.1,1121.5,1091.0,1102.6,1139.5,1166.1,655.5,345.0,200.7,39.7
Total_Liabilities,579.4,663.2,661.2,665.2,701.2,697.4,493.6,236.6,134.3,44.4
