AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,59.8,83.9,149.0,126.9,110.8,49.9,46.1,38.5,36.5
Cash_from_Operations,1312.5,903.3,565.4,471.2,254.5,365.6,345.6,346.8,315.7
Diluted_EPS,9.208,2.963,2.564,1.329,0.037,2.31,2.065,2.026,1.9280000000000002
Goodwill_Intangibles,3665.7,3752.5,3862.8,3965.7,4279.3,815.3,811.9,617.4,525.3
LT_Debt,2456.8,1958.3,2043.9,2116.1,2899.1,664.4,783.8,385.0,136.3
Net_Income,793.6,266.7,233.3,122.5,3.3,193.6,175.6,183.8,182.8
Revenue,4734.0,4099.4,4245.3,3975.5,3311.5,2444.5,2163.1,2021.4,1784.2
Shares_Diluted,86.177,90.017,90.971,92.122,89.79,83.82,85.056,90.719,94.83
Total_Assets,7416.3,7316.0,7151.3,6201.5,7283.2,2367.3,2168.5,1904.4,1783.6
Total_Liabilities,7045.3,6225.5,6212.7,5350.7,6299.7,2306.5,2300.9,1743.2,1422.3
