AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.2,0.2,0.2
Cash_from_Operations,1.5,2.2,-1.3
Diluted_EPS,-1.553,-0.047,-0.017
Goodwill_Intangibles,0.1,0.1,
LT_Debt,259.4,108.5,0.0
Net_Income,-156.9,-5.6,-2.0
Revenue,40.8,29.9,22.9
Shares_Diluted,101.0,118.2638,118.2638
Total_Assets,88.9,86.2,
Total_Liabilities,279.3,122.0,
