AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.5,3.6,1.3,3.3,2.2,1.5,3.2,1.9,1.0
Cash_from_Operations,27.5,25.1,15.4,24.6,18.9,0.9,12.1,12.3,14.2
Diluted_EPS,1.017,0.447,0.508,0.565,0.41,0.244,0.327,0.339,0.336
Goodwill_Intangibles,15.1,15.4,15.8,16.2,16.6,18.2,,,
LT_Debt,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,23.7,11.2,13.3,16.4,12.3,4.8,5.7,6.2,6.8
Revenue,79.8,82.9,82.1,79.0,74.0,48.6,42.5,41.0,41.0
Shares_Diluted,23.3006,25.0625,26.3031,29.0294,30.0266,19.8037,17.4976,18.1837,20.0793
Total_Assets,2538.4,2365.9,2181.5,2118.8,2083.1,2076.0,1339.9,1320.1,1276.8
Total_Liabilities,2314.7,2139.2,1949.5,1881.8,1835.8,1837.6,1200.5,1177.6,1122.7
