AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,453.2,479.3,544.2,591.3,469.9,432.2,479.3,628.2,666.6
Cash_from_Operations,1493.5,1563.6,1449.6,1455.8,1042.4,1065.4,728.4,913.0,1175.3
Diluted_EPS,2.52,0.757,1.11,1.586,2.626,0.919,0.117,0.2,0.428
Goodwill_Intangibles,5557.5,4662.6,3678.8,3234.0,3200.5,6673.2,3378.5,3239.5,6336.0
LT_Debt,3128.3,3641.2,2578.8,2377.9,2669.9,2670.9,2676.2,1849.7,2031.5
Net_Income,1747.8,522.3,785.0,1118.8,1843.1,645.8,81.6,64.4,296.8
Revenue,9633.0,8483.8,8370.8,9698.9,9034.3,8289.2,8081.9,7967.0,10432.1
Shares_Diluted,693.58,689.728,707.276,705.292,701.912,702.812,699.924,693.4680000000001,693.5319999999997
Total_Assets,16759.4,15033.5,14069.6,14276.8,13398.7,13562.0,12290.3,13701.3,14013.5
Total_Liabilities,7007.1,7289.6,5978.2,6132.1,6112.2,7207.0,6491.1,7234.8,7055.6
