AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,55.8,28.6,29.5,53.4,87.6,50.1,123.5,71.3,57.9,110.4
Cash_from_Operations,44.2,48.6,35.1,36.2,42.6,44.4,30.0,34.5,31.8,26.7
Diluted_EPS,1.992,1.852,1.334,0.878,1.049,1.279,1.387,1.223,1.366,1.144
Goodwill_Intangibles,19.8,20.7,24.7,26.1,26.5,30.5,32.6,29.0,27.4,26.0
LT_Debt,426.2,407.8,442.2,446.7,448.5,401.9,404.0,348.8,305.3,301.3
Net_Income,40.7,37.5,26.1,16.8,19.5,23.1,23.4,19.7,21.4,17.2
Revenue,92.2,82.7,81.9,84.7,79.1,75.9,70.6,65.7,60.5,51.0
Shares_Diluted,20.453,20.264,19.599,19.119,18.588,18.047,16.882,16.079,15.663,15.048
Total_Assets,783.3,753.0,776.1,774.6,780.9,742.6,733.4,646.5,590.4,571.9
Total_Liabilities,467.3,447.6,485.4,483.9,483.8,445.8,443.3,386.0,336.2,323.0
