AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,14.3,0.3,0.9,1.0,1.0,0.3,0.2,0.3,0.4
Cash_from_Operations,-8.8,-6.2,-5.3,-1.4,-1.3,5.5,-1.0,-2.4,-3.1
Diluted_EPS,-0.643,0.315,-3.398,2.596,-1.202,-2.181,-35.957,-117.308,9.762
Goodwill_Intangibles,95.2,50.3,3.4,3.3,4.9,4.3,5.5,16.0,44.6
LT_Debt,55.7,2.0,2.3,1.7,1.7,5.2,2.2,7.4,3.1
Net_Income,-33.1,0.2,-2.9,1.5,-0.6,-1.0,-14.3,-41.2,2.6
Revenue,20.3,15.4,15.6,18.5,18.7,19.2,17.5,18.3,17.5
Shares_Diluted,51.5257,6.0192,0.8502,0.5644,0.4808,0.4356,0.398,0.3508,0.2657
Total_Assets,282.7,91.9,20.1,15.3,17.4,18.5,15.6,27.8,67.3
Total_Liabilities,120.9,18.8,7.8,7.7,12.6,15.2,11.9,11.9,13.5
