AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,4.5,8.5,1.7,0.3,1.0,0.9,0.8,5.0
Cash_from_Operations,-19.6,-45.7,-15.0,-11.5,-12.3,-9.4,-0.6,-6.4
Diluted_EPS,-101.996,-41.991,-36.672,-1.576,-24.301,-22.483,-13.908,-0.288
Goodwill_Intangibles,118.1,243.6,20.7,4.3,26.9,33.2,36.3,40.3
LT_Debt,108.2,166.5,5.1,0.0,5.3,8.6,8.7,8.8
Net_Income,-276.2,-61.3,-27.4,-1.1,-17.3,-12.6,-7.3,-6.0
Revenue,322.2,82.9,38.4,23.5,20.3,18.8,86.5,86.2
Shares_Diluted,2.7078,1.4587,0.7484,0.7164,0.7129,0.5599,0.5224,20.7925
Total_Assets,271.6,412.3,66.0,64.2,70.2,87.9,79.8,90.8
Total_Liabilities,412.3,316.1,48.9,21.0,28.6,30.4,31.2,31.3
