AAII_YR_DATA,03/31/2022,03/31/2021,12/31/2020,03/31/2020,12/31/2019
Capital_Expenditures,0.2,0.1,0.0,0.5,0.0
Cash_from_Operations,12.5,16.2,-0.4,11.9,0.0
Diluted_EPS,0.224,0.161,-0.008,0.157,0.0
Goodwill_Intangibles,571.8,393.6,0.0,285.5,0.0
LT_Debt,269.9,211.5,0.0,171.8,0.0
Net_Income,13.1,10.3,-0.1,10.1,0.0
Revenue,107.8,81.8,,63.2,0.0
Shares_Diluted,58.45,64.0693,13.6573,64.0693,12.76
Total_Assets,684.3,463.9,116.1,396.6,0.0
Total_Liabilities,337.9,269.0,0.2,226.5,0.0
