AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,3.2,2.6,3.5,3.4
Cash_from_Operations,-75.2,85.3,10.4,-72.5
Diluted_EPS,-0.651,-0.624,-0.266,-0.501
Goodwill_Intangibles,148.0,114.8,41.1,28.8
LT_Debt,75.5,0.5,4.8,0.0
Net_Income,-102.2,-78.2,-41.0,-77.2
Revenue,421.5,358.4,208.4,106.8
Shares_Diluted,156.9943,125.3328,154.1511,154.1511
Total_Assets,914.9,983.0,404.6,304.5
Total_Liabilities,429.2,426.9,177.9,99.2
