AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.1,0.1,0.0,0.0,0.1,0.1
Cash_from_Operations,-0.7,-1.3,-0.7,-0.9,-0.8,-2.1
Diluted_EPS,-0.025,-0.02,-0.018,-0.052,-0.045,-0.046
Goodwill_Intangibles,0.0,0.0,1.4,1.5,0.0,0.0
LT_Debt,0.3,0.2,0.2,0.0,0.0,0.0
Net_Income,-0.8,-0.6,-0.6,-1.7,-1.5,-1.8
Revenue,1.0,0.9,1.0,0.8,1.0,1.3
Shares_Diluted,33.009,33.009,33.009,32.845,32.1283,38.209
Total_Assets,1.5,1.7,1.8,2.3,1.0,1.9
Total_Liabilities,4.8,4.1,3.6,3.4,0.9,0.4
