AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,399.6,245.6,159.1,143.5,136.7,78.6,0.3
Cash_from_Operations,193.7,492.5,219.9,172.7,112.0,28.7,-11.8
Diluted_EPS,1.492,2.985,0.756,1.358,-0.051,0.46,-0.055
Goodwill_Intangibles,,,,,,,24.0
LT_Debt,549.9,77.4,210.6,190.3,191.3,180.4,72.9
Net_Income,137.5,271.6,69.7,124.1,-4.3,30.3,-4.1
Revenue,575.9,661.7,437.7,384.7,314.9,155.9,0.0
Shares_Diluted,92.1707,90.9635,92.2136,91.3904,83.928,66.0034,74.598
Total_Assets,1604.7,931.7,671.4,624.9,486.8,515.1,430.9
Total_Liabilities,877.3,400.8,384.1,357.2,347.0,339.5,397.5
