AAII_YR_DATA,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016
Capital_Expenditures,77.7,61.4,82.4,72.0,30.4,18.9,43.3,28.3
Cash_from_Operations,506.8,506.5,297.0,115.7,76.1,55.0,-4.8,-68.0
Diluted_EPS,-0.485,-0.356,-1.31,-1.179,-3.158,-0.384,-0.859,-0.911
Goodwill_Intangibles,423.9,453.9,472.0,251.4,269.4,51.5,58.8,66.9
LT_Debt,0.0,718.5,696.6,465.3,438.9,0.0,0.0,0.0
Net_Income,-97.5,-70.0,-243.3,-208.4,-426.8,-53.7,-116.9,-124.0
Revenue,2515.9,2107.2,1453.0,974.0,701.0,518.5,381.5,250.5
Shares_Diluted,200.903,196.675,185.76,176.704,135.163,140.0583,136.0499,136.0499
Total_Assets,3012.7,2541.3,2336.5,1891.1,1615.4,620.0,499.6,486.5
Total_Liabilities,2395.4,2265.8,2010.8,1344.8,1001.1,411.1,301.0,218.0
