AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020
Capital_Expenditures,0.1,0.0,0.0
Cash_from_Operations,-27.8,-15.3,-13.4
Diluted_EPS,-1.312,-0.629,-0.504
Goodwill_Intangibles,13.5,9.7,9.7
LT_Debt,136.5,126.6,60.6
Net_Income,-43.0,-20.6,-16.5
Revenue,,0.0,0.0
Shares_Diluted,32.7334,32.7334,32.7334
Total_Assets,41.1,64.4,18.2
Total_Liabilities,149.9,132.1,66.6
