AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.3,0.2,0.1,0.2
Cash_from_Operations,13.9,-6.3,17.4,11.8
Diluted_EPS,0.317,0.306,0.085,0.064
Goodwill_Intangibles,46.0,52.4,58.6,64.5
LT_Debt,0.0,42.0,1.3,30.2
Net_Income,29.3,26.2,7.3,5.5
Revenue,166.1,165.4,121.0,120.4
Shares_Diluted,92.6218,85.744,85.744,85.744
Total_Assets,190.6,213.5,124.0,116.4
Total_Liabilities,35.2,100.2,62.1,62.6
