AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,104.5,75.0,64.0,92.5,412.5,488.4,26.1,21.9,15.8
Cash_from_Operations,290.9,262.9,210.6,226.9,153.3,108.9,103.1,106.1,75.7
Diluted_EPS,0.418,0.148,0.043,-0.224,0.486,-0.627,0.144,0.215,-0.379
Goodwill_Intangibles,30.1,30.5,30.9,31.5,43.1,84.2,,,
LT_Debt,1896.6,1891.7,2292.6,2354.1,2365.5,1737.3,838.0,854.1,650.5
Net_Income,48.3,15.1,4.8,-63.5,39.1,-38.4,8.9,13.4,-22.6
Revenue,575.4,532.8,498.0,536.7,430.4,311.5,257.7,242.1,188.2
Shares_Diluted,130.332,116.672,111.155,283.909,80.4549,61.2607,62.221,62.1307,59.7594
Total_Assets,4735.5,4668.8,4678.6,4828.2,5163.5,3526.1,2380.2,2234.8,2150.8
Total_Liabilities,2499.0,2519.3,2988.2,3014.2,3165.5,2479.8,1178.8,968.2,765.4
