AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,81.0,70.0,104.0,142.0,127.0,99.0,75.0,187.0,340.0,269.0
Cash_from_Operations,167.0,58.0,168.0,183.0,204.0,217.0,120.0,338.0,284.0,312.0
Diluted_EPS,4.351,1.444,-2.007,2.482,5.522,5.466,2.119,53.995,-6.441,13.503
Goodwill_Intangibles,99.0,118.0,127.0,127.0,129.0,132.0,129.0,133.0,182.0,447.0
LT_Debt,336.0,349.0,349.0,348.0,348.0,347.0,346.0,347.0,587.0,624.0
Net_Income,124.0,41.0,-56.0,70.0,164.0,176.0,75.0,2284.0,-295.0,690.0
Revenue,3756.0,2773.0,2548.0,2945.0,2984.0,3146.0,3161.0,3245.0,2586.0,1724.0
Shares_Diluted,28.5,28.4,27.9,28.2,29.7,32.2,35.4,42.3,45.8,51.1
Total_Assets,2450.0,2234.0,2271.0,2271.0,2007.0,2304.0,2373.0,4682.0,5323.0,6027.0
Total_Liabilities,1775.0,1718.0,1884.0,1791.0,1542.0,1667.0,1787.0,3625.0,4458.0,4107.0
