AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2012,12/31/2011
Capital_Expenditures,,,0.0,0.0,0.0,0.0,0.3
Cash_from_Operations,0.0,-0.1,0.0,-0.1,-0.2,-0.2,-0.4
Diluted_EPS,-2.817,-0.128,-0.168,-0.291,-10.041,-534.216,
Goodwill_Intangibles,,0.0,0.3,0.5,0.5,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Net_Income,-7.7,-0.3,-0.3,-0.4,-4.1,-0.9,-0.7
Revenue,,0.0,0.0,0.0,0.3,0.1,0.1
Shares_Diluted,2.7375,2.6823,1.685,1.5444,0.4083,0.0016,
Total_Assets,0.1,0.1,1.6,1.7,2.0,5.3,5.8
Total_Liabilities,11.6,4.0,2.6,2.5,2.6,2.9,2.9
