AAII_YR_DATA,05/28/2022,05/29/2021,05/30/2020,06/01/2019,06/02/2018,05/27/2017,05/28/2016,05/30/2015,05/31/2014
Capital_Expenditures,3.1,2.6,1.8,3.9,5.2,5.2,4.8,4.7,2.8
Cash_from_Operations,1.9,0.8,1.9,-2.6,3.0,1.8,-13.6,-9.8,4.6
Diluted_EPS,1.289,0.125,-0.14,-0.562,0.295,-0.539,-0.519,-0.402,-0.036
Goodwill_Intangibles,2.0,2.3,2.5,2.8,9.3,9.8,10.2,0.7,0.8
LT_Debt,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,17.9,1.7,-1.8,-7.3,3.8,-6.9,-6.8,-5.6,-0.5
Revenue,224.6,176.9,155.9,166.7,163.2,136.9,142.0,137.0,138.0
Shares_Diluted,13.905,13.261,13.123,13.029,12.961,12.845,13.049,13.833,14.165
Total_Assets,179.8,156.8,150.7,153.0,166.3,157.5,168.1,185.0,203.5
Total_Liabilities,44.0,35.2,32.1,29.3,31.1,25.1,26.5,28.3,28.7
