AAII_YR_DATA,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017
Capital_Expenditures,1015.5,889.9,802.9,917.5,560.8,483.8,445.2
Cash_from_Operations,7055.1,8108.8,7298.9,4840.2,2370.3,2882.2,1729.7
Diluted_EPS,0.729,0.527,0.863,0.102,0.505,0.858,0.528
Goodwill_Intangibles,65415.9,59393.8,57348.6,59087.7,99221.5,14754.2,15036.5
LT_Debt,29188.6,29901.0,33307.4,32536.8,34410.6,7116.3,4331.0
Net_Income,2288.9,1661.0,2714.8,319.4,976.1,1349.3,829.9
Revenue,29078.4,25768.2,23088.2,23762.4,15142.0,12783.2,12505.4
Shares_Diluted,3139.744,3154.338,3147.074,3132.408,1933.794,1573.379,1571.776
Total_Assets,100775.0,95145.3,93226.8,92568.3,99583.8,29648.7,31383.9
Total_Liabilities,54898.2,54113.9,55877.4,58464.8,62169.9,15227.3,17707.3
