AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.3,0.1,0.0,0.0,0.1,0.1,1.1
Cash_from_Operations,-21.2,-22.2,-8.8,-18.9,-20.0,-20.9,-23.7
Diluted_EPS,-10.468,-7.448,-7.917,-28.126,-25.028,38.428,-74.802
Goodwill_Intangibles,0.3,,,,,,9.3
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Net_Income,-54.2,-27.5,-8.2,-19.4,-16.2,23.0,-32.7
Revenue,,,,,,,35.3
Shares_Diluted,5.18,3.6877,1.0294,0.6884,0.646,0.598,0.4366
Total_Assets,73.0,97.0,36.0,27.2,44.6,63.4,53.5
Total_Liabilities,6.5,4.8,3.5,6.3,6.9,12.9,48.6
