AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,121.6,82.1,112.5,143.4,125.0,136.2,138.1,188.4,107.3
Cash_from_Operations,558.6,509.3,573.1,496.1,540.0,559.3,409.8,251.4,376.8
Diluted_EPS,1.138,0.515,1.056,0.853,0.149,0.159,0.391,0.119,-0.968
Goodwill_Intangibles,2870.9,2443.7,2432.8,2578.8,2699.4,2094.4,2119.8,2301.1,2553.2
LT_Debt,3749.9,3838.5,3790.2,3821.8,3877.9,3236.0,3391.4,3574.2,3874.2
Net_Income,263.9,121.6,249.0,207.1,36.7,38.8,93.7,27.4,-221.0
Revenue,4416.2,3737.6,4482.2,4696.0,4377.0,4092.7,4113.3,4391.5,3986.8
Shares_Diluted,231.9,236.0,235.8,242.9,246.1,244.4,239.7,230.3,228.2806
Total_Assets,7217.2,7157.2,6818.0,6675.7,6832.2,5866.2,5830.1,6170.7,6737.1
Total_Liabilities,5724.3,5724.2,5463.8,5470.6,5556.1,4741.1,4756.4,5126.0,5594.2
