AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1914.3,1231.7,1074.0,1355.4,1153.6,951.3,625.5
Cash_from_Operations,2366.9,2854.1,2980.2,2554.2,2508.3,2018.2,1184.5
Diluted_EPS,0.429,2.142,0.747,0.21,0.026,2.145,-1.129
Goodwill_Intangibles,23085.5,23624.2,24009.7,24643.5,25225.3,26106.4,27365.4
LT_Debt,24512.7,25629.4,25476.6,24249.6,22654.0,21348.0,22428.1
Net_Income,194.6,990.3,436.2,138.9,18.8,1493.2,-832.0
Revenue,9647.7,10090.8,9894.6,9760.9,9566.6,9307.0,6017.2
Shares_Diluted,453.282,462.295,583.689,662.541,730.088,696.055,737.069
Total_Assets,33665.0,33215.0,33376.7,34108.1,33613.8,34812.1,36474.2
Total_Liabilities,34140.2,34034.8,34491.9,31729.6,29812.9,29077.6,34376.5
